0,119
1,119
2,119
3,119
4,119
5,119
6,119
7,119
8,119
9,119
10,119
11,119
12,119
13,119
14,119
15,119
16,119
17,119
18,119
19,119
20,119
21,119
22,119
23,119
24,119
25,119
26,119
27,119
28,119
29,119
30,119
31,119
32,119
33,119
34,119
35,119
36,119
37,119
38,119
39,119
40,119
41,119
42,119
43,119
44,119
45,119
46,119
47,119
48,119
49,119
50,119
51,119
52,119
53,119
54,119
55,119
56,119
57,119
58,119
59,119
60,119
61,119
62,119
63,119
64,119
65,119
66,119
67,119
68,119
69,119
70,119
71,119
72,119
73,119
74,119
75,119
76,119
77,119
78,119
79,119
80,119
81,119
82,119
83,119
84,119
85,119
86,119
87,119
88,119
89,119
90,119
91,119
92,119
93,119
94,119
95,119
96,119
97,119
98,119
99,119
100,119
101,119
102,119
103,119
104,119
105,119
106,119
107,119
108,119
109,119
110,119
111,119
112,119
113,119
114,119
115,119
116,119
117,119
118,119
119,119
120,119
121,119
122,119
123,119
124,119
125,119
126,119
127,119
128,119
129,119
130,119
131,119
132,119
133,119
134,119
135,119
136,119
137,119
138,119
139,119
140,119
141,119
142,119
143,119
144,119
145,119
146,119
147,119
148,119
149,119
150,119
151,119
152,119
153,119
154,119
155,119
156,119
157,119
158,119
159,119
160,119
161,119
162,119
163,119
164,119
165,119
166,119
167,119
168,119
169,119
170,119
171,119
172,119
173,119
174,119
175,119
176,119
177,119
178,119
179,119
180,119
181,119
182,119
183,119
184,119
185,119
186,119
187,119
188,119
189,119
190,119
191,119
192,119
193,119
194,119
195,119
196,119
197,119
198,119
199,119
200,119
201,119
202,119
203,119
204,119
205,119
206,119
207,119
208,119
209,119
210,119
211,119
212,119
213,119
214,119
215,119
216,119
217,119
218,119
219,119
220,119
221,119
222,119
223,119
224,119
225,119
226,119
227,119
228,119
229,119
230,119
231,119
232,119
233,119
234,119
235,119
236,119
237,119
238,119
239,119
240,119
241,119
242,119
243,119
244,119
245,119
246,119
247,119
248,119
249,119
250,119
251,119
252,119
253,119
254,119
255,119
256,119
257,119
258,119
259,119
260,119
